epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,lr/pg0,lr/pg1,lr/pg2
164,55.7142,0.43433,0.39779,1.17319,0.01672,0.85408,0.56071,0.61982,0.51839,0.5976,0.58774,1.29313,0.04757,0.000276011,0.000276011,0.000276011
165,60.2517,0.39037,0.36874,1.13581,0.01573,0.86332,0.56189,0.62922,0.51446,0.5855,0.56861,1.27949,0.04523,0.000268938,0.000268938,0.000268938
166,64.7359,0.39181,0.36629,1.14569,0.0142,0.86526,0.57085,0.64849,0.52502,0.57775,0.5576,1.28056,0.04553,0.000261864,0.000261864,0.000261864
167,70.3778,0.40017,0.36485,1.14922,0.01002,0.85934,0.56901,0.66702,0.53287,0.55983,0.53538,1.29067,0.04538,0.000254791,0.000254791,0.000254791
168,76.4492,0.42241,0.38579,1.16657,0.01465,0.86383,0.56684,0.63768,0.5194,0.56836,0.55414,1.30524,0.04592,0.000247717,0.000247717,0.000247717
169,82.9767,0.41685,0.38575,1.17951,0.01392,0.96885,0.5342,0.62997,0.52193,0.56757,0.59516,1.30511,0.04766,0.000240644,0.000240644,0.000240644
170,87.6498,0.38041,0.37082,1.13322,0.01228,0.9779,0.5379,0.62271,0.52002,0.57237,0.60277,1.30041,0.04866,0.00023357,0.00023357,0.00023357
171,93.6155,0.38575,0.35075,1.12971,0.01291,0.91258,0.53692,0.63512,0.52522,0.57379,0.59156,1.27986,0.04866,0.000226497,0.000226497,0.000226497
172,98.2335,0.38343,0.35755,1.15676,0.01045,0.92591,0.53709,0.63872,0.52851,0.57218,0.61616,1.27241,0.04839,0.000219423,0.000219423,0.000219423
173,103.47,0.38353,0.36066,1.10597,0.01043,0.98607,0.53221,0.65482,0.53383,0.56599,0.61309,1.27038,0.04914,0.000212349,0.000212349,0.000212349
174,109.48,0.39653,0.3561,1.13005,0.01101,0.99036,0.53226,0.6582,0.53504,0.55995,0.60948,1.26493,0.04839,0.000205276,0.000205276,0.000205276
175,115.105,0.36127,0.33691,1.09663,0.01132,0.99239,0.53323,0.65493,0.53288,0.54281,0.57513,1.25024,0.04741,0.000198202,0.000198202,0.000198202
176,120.395,0.37916,0.33706,1.11123,0.01208,0.99239,0.53376,0.65762,0.5314,0.54233,0.57981,1.25091,0.04746,0.000191129,0.000191129,0.000191129
177,125.874,0.37131,0.35692,1.09784,0.01118,0.8525,0.5342,0.62681,0.5197,0.54968,0.59274,1.25944,0.04694,0.000184055,0.000184055,0.000184055
178,132.125,0.37428,0.35313,1.0898,0.009,0.85487,0.5342,0.61834,0.51697,0.54349,0.59499,1.24866,0.04675,0.000176982,0.000176982,0.000176982
179,137.574,0.37971,0.3488,1.09334,0.0136,0.85645,0.5342,0.61242,0.516,0.5474,0.59822,1.24323,0.04425,0.000169908,0.000169908,0.000169908
180,143.425,0.36635,0.3415,1.06674,0.01109,0.85656,0.53382,0.61531,0.52032,0.54696,0.60472,1.24117,0.0438,0.000162835,0.000162835,0.000162835
181,149.28,0.38098,0.3527,1.10609,0.01199,0.85591,0.5342,0.60779,0.51823,0.55032,0.61151,1.24665,0.04465,0.000155761,0.000155761,0.000155761
182,155.14,0.36804,0.34474,1.09192,0.0124,0.85595,0.53397,0.59373,0.51345,0.55639,0.60995,1.25462,0.04627,0.000148687,0.000148687,0.000148687
183,160.561,0.36086,0.32938,1.09049,0.01115,0.85771,0.53374,0.5941,0.51586,0.53776,0.58949,1.24041,0.04371,0.000141614,0.000141614,0.000141614
184,166.705,0.35001,0.33547,1.07592,0.00905,0.85677,0.5342,0.6093,0.52065,0.53741,0.59544,1.24153,0.04449,0.00013454,0.00013454,0.00013454
185,173.369,0.35387,0.32432,1.06093,0.0132,0.9948,0.53016,0.62035,0.52616,0.53043,0.5755,1.23732,0.04402,0.000127467,0.000127467,0.000127467
186,178.322,0.36011,0.33776,1.08062,0.01197,0.85445,0.52935,0.60619,0.51724,0.53359,0.55864,1.24076,0.04445,0.000120393,0.000120393,0.000120393
187,183.896,0.32846,0.31865,1.07152,0.009,0.85351,0.53251,0.6004,0.51948,0.54193,0.5737,1.24328,0.04463,0.00011332,0.00011332,0.00011332
188,189.59,0.35671,0.32976,1.07874,0.00951,0.8602,0.53404,0.60289,0.51985,0.54488,0.57288,1.24475,0.04495,0.000106246,0.000106246,0.000106246
189,196.196,0.34133,0.31444,1.0583,0.00927,0.86041,0.53768,0.60798,0.52294,0.54372,0.56994,1.24073,0.04455,9.91726e-05,9.91726e-05,9.91726e-05
190,201.665,0.34261,0.31426,1.07572,0.01109,0.86161,0.53541,0.61069,0.52253,0.55315,0.5849,1.25073,0.04471,9.20991e-05,9.20991e-05,9.20991e-05
191,207.257,0.34381,0.32414,1.10127,0.01395,0.84429,0.5342,0.64351,0.51739,0.5577,0.52773,1.25664,0.0415,8.50255e-05,8.50255e-05,8.50255e-05
192,212.275,0.38154,0.35041,1.16716,0.01382,0.84873,0.53184,0.62158,0.51255,0.55973,0.53106,1.25932,0.04095,7.7952e-05,7.7952e-05,7.7952e-05
193,218.167,0.37248,0.34259,1.13449,0.01406,0.83356,0.53603,0.61753,0.51198,0.55536,0.54678,1.25497,0.04053,7.08784e-05,7.08784e-05,7.08784e-05
194,225.161,0.34118,0.31613,1.09403,0.01376,0.84245,0.53551,0.61851,0.5117,0.55679,0.54287,1.25475,0.04048,6.38049e-05,6.38049e-05,6.38049e-05
195,231.054,0.35131,0.33021,1.10535,0.01252,0.84864,0.53906,0.62907,0.51369,0.55057,0.54316,1.25005,0.0391,5.67313e-05,5.67313e-05,5.67313e-05
196,237.87,0.38351,0.3476,1.13127,0.01458,0.85283,0.53906,0.6301,0.51406,0.54994,0.53585,1.25087,0.03897,4.96578e-05,4.96578e-05,4.96578e-05
197,243.317,0.34231,0.32519,1.09526,0.00965,0.84919,0.53791,0.64253,0.51783,0.55021,0.53359,1.25162,0.03931,4.25842e-05,4.25842e-05,4.25842e-05
198,249.128,0.32987,0.3133,1.0877,0.0099,0.8494,0.53687,0.63189,0.51829,0.55017,0.53177,1.25398,0.03856,3.55107e-05,3.55107e-05,3.55107e-05
199,254.909,0.30953,0.29313,1.07316,0.01144,0.84942,0.53579,0.62106,0.51544,0.54636,0.52614,1.25114,0.03767,2.84371e-05,2.84371e-05,2.84371e-05
200,260.142,0.32909,0.30106,1.0827,0.00918,0.83886,0.5342,0.64013,0.51643,0.55018,0.52282,1.25386,0.03794,2.13636e-05,2.13636e-05,2.13636e-05
